index,precision,recall,f1-score,support
glioma,0.8235294117647058,0.8,0.8115942028985508,280.0
meningioma,0.8060836501901141,0.7571428571428571,0.7808471454880295,280.0
notumor,0.9432624113475178,0.95,0.9466192170818505,280.0
pituitary,0.8679867986798679,0.9392857142857143,0.902229845626072,280.0
accuracy,0.8616071428571429,0.8616071428571429,0.8616071428571429,0.8616071428571429
macro avg,0.8602155679955514,0.8616071428571428,0.8603226027736257,1120.0
weighted avg,0.8602155679955513,0.8616071428571429,0.8603226027736256,1120.0
