,precision,recall,f1-score,support
glioma,0.9169811320754717,0.8678571428571429,0.8917431192660551,280.0
meningioma,0.8591549295774648,0.8714285714285714,0.8652482269503546,280.0
notumor,0.989010989010989,0.9642857142857143,0.976491862567812,280.0
pituitary,0.9161073825503355,0.975,0.9446366782006921,280.0
accuracy,0.9196428571428571,0.9196428571428571,0.9196428571428571,0.9196428571428571
macro avg,0.9203136083035652,0.9196428571428572,0.9195299717462284,1120.0
weighted avg,0.9203136083035653,0.9196428571428571,0.9195299717462285,1120.0
