stage_epoch,stage,accuracy,loss
1,frozen_head,0.6832589507102966,0.824386477470398
2,frozen_head,0.8183035850524902,0.506917417049408
3,frozen_head,0.8475446701049805,0.4296303987503052
4,frozen_head,0.8613839149475098,0.3831133246421814
5,frozen_head,0.8658482432365417,0.3680283725261688
6,frozen_head,0.871874988079071,0.3509529232978821
7,frozen_head,0.8803571462631226,0.33530759811401367
8,frozen_head,0.8924106955528259,0.31599152088165283
9,frozen_head,0.8928571343421936,0.30327463150024414
10,frozen_head,0.8890625238418579,0.2987164556980133
11,frozen_head,0.8904017806053162,0.2953435480594635
12,frozen_head,0.8991071581840515,0.28386297821998596
13,frozen_head,0.9022321701049805,0.2748306691646576
14,frozen_head,0.8962053656578064,0.2822301387786865
1,fine_tuning,0.909375011920929,0.2593955993652344
2,fine_tuning,0.9129464030265808,0.23658084869384766
3,fine_tuning,0.9145089387893677,0.23043812811374664
4,fine_tuning,0.9194196462631226,0.21506527066230774
5,fine_tuning,0.9261160492897034,0.20370160043239594
6,fine_tuning,0.9303571581840515,0.18617825210094452
7,fine_tuning,0.9332589507102966,0.18133781850337982
8,fine_tuning,0.9348214268684387,0.16995024681091309
9,fine_tuning,0.9392856955528259,0.16385161876678467
10,fine_tuning,0.9468749761581421,0.1481424868106842
11,fine_tuning,0.953125,0.13667349517345428
12,fine_tuning,0.9495535492897034,0.13492369651794434
13,fine_tuning,0.9535714387893677,0.1327904909849167
14,fine_tuning,0.9591518044471741,0.12399732321500778
15,fine_tuning,0.9558035731315613,0.12262801080942154
16,fine_tuning,0.9551339149475098,0.12000473588705063
17,fine_tuning,0.965624988079071,0.10128673166036606
18,fine_tuning,0.9647321701049805,0.1033712700009346
19,fine_tuning,0.9678571224212646,0.09937425702810287
20,fine_tuning,0.9696428775787354,0.09052303433418274
